APP ID,Date Announced,CIA_Name,Grant Type,Sub Type,Grant Title,Admin Institution,State,Sector,Start Yr,End Yr,Total,Broad Research Area,FOR Category,Field of Research,Res KW1,Res KW2,Res KW3,Res KW4,Res KW5,Plain Description,
1110526,09-Nov-15,A/Pr Emmanuel Stamatakis,Research Fellowships,Research Fellowship,The physical activity continuum in relation to cardiometabolic disease prevention and mental health,University of Sydney,NSW,University,2016,2020,"$687,975",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,physical activity,sedentary behaviour,cardiovascular,epidemiology,mental health,"Although incidental physical activity and sleep occupy the large majority of people’s time, we know very little about their joint importance for a healthy heart and a healthy mind. This program of research will examine how physical activity of any intensity and sleep influence cardiovascular and mental health. This research will enable health professionals and public health authorities to develop sustainable and realistic evidence-based lifestyle programs to benefit the health of Australians.",.
1104503,09-Nov-15,Prof Helen Rizos,Research Fellowships,Research Fellowship,Manipulating oncogene addiction and immunity in the treatment of melanoma,Macquarie University,NSW,University,2016,2020,"$687,975",Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Cancer Cell Biology,melanoma,cancer cell biology,mitogen activated protein (MAP) kinase,signalling pathways,immune response,"Melanoma is a major Australian health problem and a common cause of cancer death in young adults. Treatment of melanoma has been revolutionised in the last few years, but many patients fail to respond to new therapies or rapidly progress on treatment. This proposal examines the mechanisms that drive resistance to therapy and identifies markers predictive of clinical response. This approach will accelerate the development of new strategies and improve patient care by personalising treatment.",.
1109831,09-Nov-15,Prof Brett Garner,Research Fellowships,Research Fellowship,Defining the mechanisms by which ABCA7 and apoE control Alzheimer's disease risk. Functional characterisation of new therapeutic targets for dementia prevention and treatment.,University of Wollongong,NSW,University,2016,2020,"$687,975",Basic Science,NEUROSCIENCES,Cellular Nervous System,Alzheimer disease,apolipoprotein E,amyloid beta-protein,neurodegeneration,transgenic mouse,Alzheimer’s disease (AD) is the major cause of dementia and is currently without a curative treatment. An understanding of the pathways that lead to AD is urgently required to develop approaches for treatments. We have discovered new pathways by which proteins called ApoE and ABCA7 control AD. We now aim to define precisely how these proteins work in the brain and use this information to develop therapeutic approaches to treat AD in humans.,.
1103020,09-Nov-15,Prof Christine Feinle-Bisset,Research Fellowships,Research Fellowship,Dietary nutrients as novel therapeutic approaches to appetite regulation in health and disorders of eating,University of Adelaide,SA,University,2016,2020,"$687,975",Clinical Medicine and Science,NUTRITION AND DIETICS,Nutritional Physiology,energy intake,body weight regulation,nutritional therapy,glucose homeostasis,novel therapies,"The goal of the proposed work is to translate the discoveries from our research on the effects of dietary nutrients, including specific fatty acids and amino acids, on energy intake suppression and blood glucose control into novel, and effective, nutrient-based prevention, management and treatment strategies for people with obesity and type 2 diabetes. Thus, our work will not only generate important new knowledge, but also lead to major health outcomes for the benefit of the general public.",.
1110200,09-Nov-15,Prof Anne-Louise Ponsonby,Research Fellowships,Research Fellowship,Interfacing epidemiology with systems biology for disease prevention,Murdoch Childrens Research Institute,VIC,Research,2016,2020,"$687,975",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,fetal development,cohort study,determinants,allergy prevention,multiple sclerosis (MS),"Over recent time, allergic and some autoimmune diseases have increased among modern children. The change has been too rapid to be due to genetic factors alone and my research program examines also the role of the changing environment. It also examines the health effects of new man-made exposures like plastic product chemicals.",.
1112502,09-Nov-15,A/Pr Scott Summers,Research Fellowships,Research Fellowship,Ceramides and Metabolic Disease,Baker IDI Heart and Diabetes Institute,VIC,Research,2016,2020,"$687,975",Basic Science,MEDICAL PHYSIOLOGY,Cell Physiology,lipid metabolism,glucose homeostasis,insulin resistance syndrome,insulin action,metabolic disorders,"In patients predisposed to metabolic diseases, excessive fats get delivered to various tissues. About 10 to 15% are converted into sphingolipids, many of which have deleterious effects on tissue function. Blocking sphingolipid production prevents diabetes and most cardiovascular diseases in rodents. We seek to better understand these mechanisms and determine how the observations can be translated into new therapies and better clinical outcomes.",.
1108095,09-Nov-15,Prof Clare Collins,Research Fellowships,Research Fellowship,Personalised medical nutrition therapy to improve diet related health outcomes,University of Newcastle,NSW,University,2016,2020,"$687,975",Public Health,NUTRITION AND DIETICS,Nutrition and Dietetics not elsewhere classified,dietary intake,dietary intervention,maternal nutrition,nutritional therapy,chronic diseases,"Poor eating habits are common across all lifestages and increase the risk for heart disease, diabetes and the cost of health care. This novel research will use technology to connect people to online assessment of their dietary intake with a personally tailored nutrition report provided in realtime. Healthcare professional will use these to help people improve their eating and health. This will create new knowledge on the impact of better nutrition on health outcomes and the cost of health care.",.
1106930,09-Nov-15,Prof Mark Schembri,Research Fellowships,Research Fellowship,Halting the spread multidrug resistant uropathogenic E. coli,University of Queensland,QLD,University,2016,2020,"$687,975",Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,Escherichia coli,urinary tract infection (UTI),bacterial pathogenesis,bacterial virulence,adhesins,Uropathogenic Escherichia coli (UPEC) is a major cause of urinary tract infection (UTI) and increasingly associated with resistance to multiple antibiotics. This project will study the virulence of multidrug resistant UPEC and use this knowledge to develop new approaches to treat and prevent UTI. The outcomes will be applicable to one of the most common infectious diseases of humans and have broad-reaching impact on our understanding of other infections caused by Gram-negative pathogens.,.
1102792,09-Nov-15,A/Pr Katherine Kedzierska,Research Fellowships,Research Fellowship,Understanding universal immunity to influenza viruses,University of Melbourne,VIC,University,2016,2020,"$687,975",Basic Science,IMMUNOLOGY,Cellular Immunology,memory T-cells,adaptive immunity,innate immunity,influenza virus,indigenous Australians,"A/Prof Kedzierska’s work combines cutting-edge basic research with unique clinical studies to define how to generate protective immunity against the pandemic and newly emerged influenza viruses. This research will identify key factors that drive the severe and fatal influenza disease in high-risk groups, including the young, elderly, pregnant women and Indigenous Austraians. Findings on the optimal human immunity to influenza viruses will be applicable to other infectious diseases and cancers.",.
1106214,09-Nov-15,A/Pr Geoffrey Faulkner,Research Fellowships,Research Fellowship,Neuronal genome mosaicism: a molecular component of cognition?,University of Queensland,QLD,University,2016,2020,"$687,975",Basic Science,GENETICS,Genome Structure and Regulation,transposons,genomics,neurobiology,DNA sequencing,functional genomics,"The brain is a complex and dynamic organ tasked with interpreting and responding to the world around us. My recent work has shown that mobile genetic elements, or 'jumping genes', cause changes in the DNA of brain cells, potentially altering how they work. During the course of this fellowship, I will examine how and when during life these DNA changes occur, whether they play a role in memory formation, and whether they contribute to neurodevelopmental and mental health conditions.",.
1105038,09-Nov-15,Prof Roslyn Boyd,Research Fellowships,Research Fellowship,Neurorestorative Rehabilitation in Cerebral Palsy,University of Queensland,QLD,University,2016,2020,"$687,975",Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,cerebral palsy treatments,rehabilitation,neuroplasticity,early intervention,health outcomes,"Cerebral Palsy is most common childhood physical disability. While the brain injury is static, disability can be progressive and lifelong. This fellowship aims to develop and test novel interventions to optimise neuroplasticity by improving early detection and physical, cognitive, psychological and health outcomes in children with CP. Earlier accurate detection of CP will ensure effective treatments utilise critical periods of brain development and are translated into evidence based guidelines.",.
1105525,09-Nov-15,A/Pr Tim Stinear,Research Fellowships,Research Fellowship,Genomic approaches in human health microbiology,University of Melbourne,VIC,University,2016,2020,"$687,975",Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,genomics,bacteria,bacterial evolution,bacterial pathogenesis,infectious diseases,This project uses latest genomic technologies to advance our understanding of how bacteria cause disease and finding new antibiotics/approaches to stop the spread of multi-drug resistant hospital superbugs.,.
1111630,09-Nov-15,Prof Stephen Nicholls,Research Fellowships,Research Fellowship,Developing Innovative Pathways for the Prevention of Lifelong Cardiovascular Risk,South Australian Health and Medical Research Institute (SAHMRI),SA,Research,2016,2020,"$753,300",Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiovascular medicine and Haematology nec,atherosclerosis,risk factors,lipids,imaging,clinical trial,"My research aims to develop better ways to predict the risk of heart disease, better approaches to disease prevention and treatment and to ultimately develop more effective approaches to implementing these strategies into health care delivery.",.
1110971,09-Nov-15,Prof Bostjan Kobe,Research Fellowships,Research Fellowship,Structural biology and therapeutic targeting of proteins involved in infection and immunity,University of Queensland,QLD,University,2016,2020,"$753,300",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Structural Biology (incl. Macromolecular Modelling),protein structure,protein interactions,bacterial pathogenesis,innate immunity,drug design,"Structural biology plays an essential role in uncovering how proteins function at the molecular level, and further facilitates strategies to develop therapeutics targeting the diseases these proteins are involved in. In the proposed work, I will focus on bacterial virulence factors, to develop new antibiotics and vaccination strategies, and proteins involved in innate immunity pathways, to develop therapeutics against a number of associated disorders including chronic inflammatory diseases.",.
1105877,09-Nov-15,Prof Robert Brink,Research Fellowships,Research Fellowship,"Germinal centres, rogue B cells and the genesis of immunological diseases.",Garvan Institute of Medical Research,NSW,Research,2016,2020,"$753,300",Basic Science,IMMUNOLOGY,Cellular Immunology,germinal centre,selection,autoimmunity initiation,antibody production,genetic engineering,"This study will determine how the immune system is normally prevented from producing autoantibodies that target the body's own cells and how this fails in autoimmune diseases such as lupus. Targeted studies of a newly discovered ""rogue"" white blood cell will also provide new clues on how autoimmune diseases arise. In addition, modeling of human immunological disease in mice via CRISPR/Cas9 mutagenesis will provide valuable new insights into their causes and potential treatments.",.
1102621,09-Nov-15,Prof Mark Walker,Research Fellowships,Research Fellowship,"Epidemiology, pathogenesis and prevention of group A streptococcal infection",University of Queensland,QLD,University,2016,2020,"$753,300",Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,Streptococcus pyogenes,virulence factors,vaccine candidate molecules,vaccine development,outbreak,"Group A streptococcus (GAS) is a strictly human bacterial pathogen of global significance, that ranks among the top 10 infectious disease killers. A commercial vaccine is not available. This research will investigate the epidemiology of GAS outbreaks, focussing on the ongoing scarlet fever outbreak in China. We will seek to understand the mechanisms of GAS pathogenesis and how the human host resists infection. We will undertake experimental vaccine trials using newly discovered GAS antigens.",.
1102694,09-Nov-15,Prof Kaarin Anstey,Research Fellowships,Research Fellowship,Research to Reduce Cognitive Decline and Optimise Ageing Well,Australian National University,ACT,University,2016,2020,"$753,300",Public Health,OTHER PSYCHOLOGY AND COGNITIVE SCIENCES,Psychology and Cognitive Sciences not elsewhere classified,cognitive decline,dementia,injury prevention,intervention,epidemiology,"My research program will deliver research outcomes that will improve the quality of life for older Australians, increase the life-span spent in productivity (as opposed to dependency) and reduce health-care costs. I will conduct interventions to improve the skill of older drivers so they can remain independent, and interventions to reduce cognitive decline and risk of dementia. My work will provide information and interventions for middle-aged and older adults, enabling them to age well.",.
1109720,09-Nov-15,Prof Melanie Wakefield,Research Fellowships,Research Fellowship,Public health communication strategies to reduce population smoking prevalence,Cancer Council Victoria,VIC,Other,2016,2020,"$753,300",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,tobacco control,marketing,tobacco use,alcohol and behaviour,overweight/obesity,"This research program will investigate the potential for and impact of advanced tobacco control policies in reducing population smoking prevalence. My research will assess the effects of tobacco taxation, further tobacco marketing restrictions and mass communication strategies on smoking attitudes and behaviours. I will also extend the methods and measures I have developed in tobacco control to improve health communication in obesity prevention and alcohol harm prevention.",.
1103022,09-Nov-15,Prof Chris Maher,Research Fellowships,Research Fellowship,Achieving better health care for low back pain,University of Sydney,NSW,University,2016,2020,"$753,300",Clinical Medicine and Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,back pain,primary care,musculoskeletal disorders,clinical research,implementation,"During my fellowship I will lead research to improve understanding of the causes of back pain and its prevention and treatment. I will work in partnership with clinicians and health agencies to improve health care for back pain, so that Australians receive care based upon the very best research. I will work with colleagues to increase the pool of researchers tackling important questions about how best to manage back pain.",.
1104364,09-Nov-15,Prof David Thomas,Research Fellowships,Research Fellowship,Genomic Cancer Medicine,Garvan Institute of Medical Research,NSW,Research,2016,2020,"$753,300",Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Cancer Genetics,sarcoma,genomics,genetic predisposition,cancer biology,clinical trial,"I am interested in using new technologies to understand how and why cancers develop. I am focused on sarcomas, cancers that particularly affect the young, but rare and neglected cancers more generally. I want to use the knowledge we can gain from basic research to develop new models of clinical care, that will reduce the morbidity and mortality from these deadly diseases.",.
1106035,09-Nov-15,Prof Steven Petrou,Research Fellowships,Research Fellowship,Targeted therapy in genetic epilepsy,University of Melbourne,VIC,University,2016,2020,"$753,300",Basic Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,epilepsy,genetic disorders,mouse models,electrophysiology,ion channels,"The aim of this application is to find new therapeutic strategies for genetic epilepsy.  ""Disease in a dish"" models as well as whole animal models will be generated that contain patient gene mutations and the underlying disease processes will be characterised. Using these models a range of existing and new drugs will be tested to select those that most completely reverse these disease processes.  These results will feed into clinical trials in patients with appropriate genetic profiles.",.
1103895,09-Nov-15,Prof Stephen Turner,Research Fellowships,Research Fellowship,Mapping the molecular blueprint for immune cell differentitation,University of Melbourne,VIC,University,2016,2020,"$753,300",Basic Science,IMMUNOLOGY,Immunology not elsewhere classified,T cell immunity,memory T-cells,epigenetics,chromatin structure,viral immunity,Killer T cells are white blood cells that are key for helping control virus infections and in the recognition and elimination of cells that have become cancerous.  This proposal aims to identify novel molecular mechanisms that control the ability of killer T cells to mediate their antiviral and anti-cancer functions. This will provide molecular targets for possible clinical interventions designed to either promote immunity (vaccination) or limit damage caused by T cell responses that target self,.
1103037,09-Nov-15,Prof Tony Tiganis,Research Fellowships,Research Fellowship,Phosphatases in human disease,Monash University,VIC,University,2016,2020,"$753,300",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Signal Transduction,protein tyrosine phosphatase (PTP),signal transduction,obesity,type 2 diabetes mellitus (non-insulin dependent diabetes mellitus),cancer biology,Protein tyrosine phosphatases (PTPs) control cell communication networks referred to as cellular signaling. This proposal is focused on understanding the roles of PTPs in cellular signaling networks perturbed in human disease & delineating novel opportunities for therapeutic intervention,.
1107149,09-Nov-15,A/Pr John Silke,Research Fellowships,Research Fellowship,Molecular Targeting Of Innate Immune Signalling Pathways In Cancer And Auto-Inflammatory Diseases,Walter and Eliza Hall Institute,VIC,Research,2016,2020,"$753,300",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Signal Transduction,tumour necrosis factor (TNF),ubiquitin,inflammation,Crohn's disease,psoriasis,"To achieve an accurate molecular understanding of innate immune system receptor signalling, both intracellularly and in whole organisms, in health and disease. This knowledge will then be used to generate better treatments for the extensive range of human diseases that are caused or exacerbated by dysfunctional innate immune signalling, including Crohn's disease, psoriasis and cancer.",.
1106947,09-Nov-15,Prof Bruce Neal,Research Fellowships,Research Fellowship,Preventing and treating diet-related ill health,University of Sydney,NSW,University,2016,2020,"$828,300",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,cardiovascular,clinical trial,salt sensitive hypertension,diabetes mellitus,nutrition,"Poor diet is now the leading cause of death and disability in Australia and most of the rest of the world.  This is because most people eat too much fat, sugar, salt and energy which increases the risks of obesity, diabetes and premature death from conditions like stroke, heart attack and kidney disease.  This research will identify new ways to prevent diet-related ill health by making it easier for everyone to eat better, and by identifying new treatments for problems like diabetes.",.
1105448,09-Nov-15,Prof Marshall Lightowlers,Research Fellowships,Research Fellowship,Immunological control of cysticercosis and hydatid disease,University of Melbourne,VIC,University,2016,2020,"$828,300",Basic Science,MEDICAL MICROBIOLOGY,Medical Parasitology,cysticercosis,hydatid disease,parasite,vaccines,vaccine development,In this project the world’s most effective vaccines against diseases caused by parasites will be translated from the laboratory to the clinic. The vaccines prevent transmission of parasites from livestock animals to humans. During the next 5 years the vaccines will be produced on a large scale and evaluated in field trials. The products of this research program will make a major contribution to reducing the number of people suffering from parasitic cysts.,.
1103013,09-Nov-15,Prof Robyn Guymer,Research Fellowships,Research Fellowship,Age-related macular degeneration: A cause and a cure,Centre for Eye Research Australia Ltd,VIC,Research,2016,2020,"$828,300",Clinical Medicine and Science,OPHTHALMOLOGY and OPTOMETRY,Ophthalmology,age-related,macular degeneration,clinical outcome,eye disease,outcome measures,Age-related macular degeneration (AMD) is a leading cause of vision loss and there is urgent need for an intervention to slow disease progression. AMD is characterised by debris accumulation in the retina and I will investigate if loss of function in cells that should clear this debris is a critical step in the development of AMD. I will trial a novel laser intervention to slow progression of disease and use basic science techniques to investigate the mechanisms of action of the laser.,.
1106576,09-Nov-15,Prof Grant McArthur,Research Fellowships,Research Fellowship,Therapeutic Targeting of Oncogenes,University of Melbourne,VIC,University,2016,2020,"$851,980",Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Cancer Therapy (excl. Chemotherapy and Radiation Therapy),melanoma,oncogenes,cancer therapy,immunotherapy,targeted therapy,Treatments that target cancer causing genes called oncogenes have resulted in new treatment paradigms for cancer. We suggest that outcomes of patients with cancer will be further substantially improved by understanding how cancers can overcome resistance to these treatments that develops in many patients.  To accelerate the adoption of these and other new treatments for cancer we will also develop new frameworks for clinical trials.,.
1102742,09-Nov-15,Prof Jane Visvader,Research Fellowships,Research Fellowship,Deciphering breast cancer heterogeneity to improve breast cancer outcomes,Walter and Eliza Hall Institute,VIC,Research,2016,2020,"$851,980",Basic Science,ONCOLOGY AND CARCINOGENESIS,Cancer Cell Biology,breast cancer,stem cell biology,mammary gland cancer,mouse models,translational research,"Breast cancer is a very heterogeneous disease. Patients are often treated in a ‘one size fits all’ approach, but response to therapy remains quite disparate. To better personalise therapy, there is a pressing need to define the precise cell types and initiating genetic events that give rise to breast cancer. This application is focussed on understanding the molecular and cellular origins of breast cancer, with the potential of identifying new prognostic markers and therapeutic targets.",.
1102590,09-Nov-15,Prof Peter Sly,Research Fellowships,Research Fellowship,Early life exposures and chronic disease: mechanisms and preventative strategies,University of Queensland,QLD,University,2016,2020,"$851,980",Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Respiratory Diseases,asthma,cystic fibrosis,environmental health,developmental biology,prevention,The world is facing an epidemic of chronic disease and adverse environmental exposures in early life are partly responsible. One reason why we have not been able to do more to prevent this is the lack of appropriate methods for measuring environmental exposures during pregnancy and infancy. My research will develop and validate methods for measuring exposures early life and the health consequences of these exposures with the aim of developing preventative interventions,.
1107356,09-Nov-15,Prof Michael Roberts,Research Fellowships,Research Fellowship,Improving therapeutic and toxicological outcomes,University of South Australia,SA,University,2016,2020,"$851,980",Clinical Medicine and Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Clinical Pharmacology and Therapeutics,therapeutics,drug delivery,nanotechnology,toxicology,pharmacokinetics,"This Senior Principal Research Fellowship will support a program of translational research and leadership for the Therapeutics Research Centre that is based at the Translational Research Institute in Brisbane and The Basil Hetzel Institute in Adelaide and for future researchers/research leaders in clinical medicine. A key research focus will be in improving the safety and efficacy of products and nanosystems, especially after application to the skin and/or absorption into the body.",.
1112297,09-Nov-15,Prof Margaret Hellard,Research Fellowships,Research Fellowship,Reducing the impact of  blood borne viruses and sexually transmitted infections in young people.,Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Research,2016,2020,"$851,980",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,blood-borne communicable diseases,sexually-transmitted infections (STI),prevention,injecting drug use,sexual behaviour,"Over the next five years I will undertake a program of research centred on reducing the impact of blood-borne viruses and sexually transmitted infections in vulnerable populations, particularly focusing on HCV and HIV elimination. I will use innovative systems and methods to study how these infections are transmitted and develop interventions that reduce disease transmission and associated risk-behaviours (drug and alcohol use and sexual behaviours) and increased testing and treatment.",.
1110219,09-Nov-15,Prof Philip Hogg,Research Fellowships,Research Fellowship,Regulation of the haemostatic activity of plasma von Willebrand factor,University of New South Wales,NSW,University,2016,2020,"$851,980",Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Haematology,thrombosis,haemostasis,haemorrhage,von Willebrand factor,platelets,"Our genes encode proteins that perform the tasks of life. Most proteins are chemically modified after they are made to control how, when, and where they function. Prof Hogg discovered a new chemical modification of proteins that is important in health and disease. He will apply this discovery to develop new diagnostics and therapies for heart attacks and stroke. Prof Hogg is one of the few Australians to take new diagnostics and therapies developed in the lab to evaluation in patients.",.
1106974,09-Nov-15,Prof Ronald Grunstein,Research Fellowships,Research Fellowship,Addressing Therapeutic Challenges in Sleep Disorders,University of Sydney,NSW,University,2016,2020,"$851,980",Clinical Medicine and Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,sleep,sleep apnoea,sleep disorders,sleepiness,sleep/wake patterns,"The aim of this fellowship is to improve the health and well-being of Australians by reducing the burden of sleep and  disorders that disrupt the body clock such as shift work. My program will involve different fields of research combining their efforts together to understand more about sleep apnea and insomnia, the two most common sleep disorders. By this strategy, better treatment for sleep disorders will be found with particular impact on our aging population",.
1111632,09-Nov-15,Prof Roland Stocker,Research Fellowships,Research Fellowship,Oxidative Processes in Vascular Health and Disease,Victor Chang Cardiac Research Institute,NSW,Research,2016,2020,"$851,980",Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),atherosclerosis,oxidative stress,vascular dysfunction,myeloperoxidase,metabolism,"The process that turns cut fruit brown when it is exposed to air is thought to cause disease of our blood vessels and heart as we age. Despite what we first thought, 'blocking' this oxidation process with antioxidant supplements does not lower heart disease. This is because oxidation not only causes harm but also is useful and essential for normal body function. Our research program aims to show which oxidative processes are needed for blood vessel health or cause vessel disease.",.
1107672,09-Nov-15,Prof Billie Wilma Giles-Corti,Research Fellowships,Research Fellowship,"Building urban planning and health evidence to inform policy and practice that creates healthy, liveable and equitable communities designed to prevent non-communicable diseases",University of Melbourne,VIC,University,2016,2020,"$851,980",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,physical activity,obesity,mental health promotion,diabetes prevention,coronary heart disease (CHD),"City planning directly and indirectly affects the health of residents.  For example, ‘affordable’ housing on the urban fringe typically has poor access to public transport, shops and services.  This increases motor vehicle dependency and time spent driving which increases levels of physical inactivity, sedentariness, obesity, social isolation and air pollution.  This research focuses on how to build communities that promote health and wellbeing in residents.",.
1110751,09-Nov-15,Prof Patrick Tam,Research Fellowships,Research Fellowship,"Developmental Genomics, Embryology and Stem Cells",University of Sydney,NSW,University,2016,2020,"$851,980",Basic Science,GENETICS,Developmental Genetics (incl. Sex Determination),embryology,genetic disorders,stem cell biology,functional genomics,cell development,The research focuses on how gene function is networked and the ways that cells talk to each other to coordinate their activity in the formation of organs and body parts.  Knowledge gleaned from these investigations will enhance our understanding of the genetic control underpinning normal development and the errors that lead to birth defects.  The elucidation of the process that turns naive cells into the right cell type is essential for the use of stem cells for cell therapy and tissue repair.,.
1102950,09-Nov-15,Prof Arthur Christopoulos,Research Fellowships,Research Fellowship,Integrated approaches to targeting G protein-coupled receptors: Translational studies of novel drug-receptor paradigms,Monash University,VIC,University,2016,2020,"$851,980",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,drug discovery,G protein-coupled receptors,pharmacology,structural biology,neuropharmacology,"This Fellowship focuses on one of the largest family of proteins found in the human body, the so-called ‘G protein-coupled receptors ‘ (GPCRs). GPCRs control how each of our cells communicates with one another, and have been implicated in virtually all diseases. This proposal will study new mechanisms of targeting drugs to GPCRs that can overcome current drug discovery bottlenecks and lead to new ways of treating neuropsychiatric, cardiovascular, inflammatory and metabolic diseases.",.
1103006,09-Nov-15,Prof Sharad Kumar,Research Fellowships,Research Fellowship,"Regulation of cell death, cell survival and ubiquitination in normal physiology and disease",University of South Australia,SA,University,2016,2020,"$851,980",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,"Cell Development, Proliferation and Death",caspases,ubiquitination,cell death,cancer cell biology,epithelial transport,"The project will investigate the functions of specific genes and pathways to understand the molecular basis of various diseases. It is based on our data that indicate new roles for (i) cell death in genomic instability in cancer, and (ii) ubiquitination in hypertension, developmental defects, kidney disease, as well as iron homeostasis. The work will lead to new understanding of human disease and discovery of potential new drug targets. It will also provide training of junior scientists.",.
1103703,09-Nov-15,Prof Ashley Bush,Research Fellowships,Research Fellowship,Brain metal neurochemistry: mechanism-driven drug discovery for neurodegeneration,University of Melbourne,VIC,University,2016,2020,"$851,980",Basic Science,NEUROSCIENCES,Central Nervous System,Alzheimer disease,metal metabolism,biomarkers,iron,protein biochemistry,"Alzheimer’s disease (AD) is a complex disease where certain proteins congeal in the brain and metals accumulate. This project investigates the function of the proteins in microscopically transporting the metals. It will also look for tests that predict the onset of AD by measuring iron and iron related proteins by using special brain imaging (MRI), and measurements in spinal fluid. Finally, it will test drug candidates that target the metals, in animal models of AD, and in early clinical trials.",.
1102905,09-Nov-15,Prof Paul Hodges,Research Fellowships,Research Fellowship,Physiology and pathophysiology of disorders of the musculoskelatal system,University of Queensland,QLD,University,2016,2020,"$926,980",Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,physiotherapy,motor control,pain,rehabilitation,electromyogram (EMG),"This application for a Senior Principal Research Fellowship is to enable me to address the enormous burden of musculoskeletal conditions - an important, but understudied and underfunded area of health/medical research. My focus is the most costly and prevalent musculoskeletal conditions of low back pain and osteoarthritis, and other neuromuscular conditions such as incontinence. My aim is to improve outcomes by discovering how to apply the right treatment to the right person at the right time.",.
1107797,09-Nov-15,Prof Geoff Hill,Research Fellowships,Research Fellowship,Imroving transplantation outcomes,Queensland Institute of Medical Research,QLD,Research,2016,2020,"$926,980",Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Haematology,bone marrow transplantation,graft versus host disease (GVHD),cytokines,graft engineering,leukaemia,"The transplantation of healthy stem cells from a donor into a recipient with blood cancer (stem cell transplantation) is the most effective curative therapy for the majority of patients. Unfortunately this process results in unwanted, often fatal, side effects including infection, a rejection process known as graft-versus-host disease and in some patients, the leukaemia still recurs. This research will refine new treatments focused on overcoming these limitations and improving transplant outcome",.
1102752,09-Nov-15,Prof Gail Risbridger,Research Fellowships,Research Fellowship,Novel Endocrine Approaches to Diagnosis & Treatment of Men with Prostate Cancer,Monash University,VIC,University,2016,2020,"$926,980",Basic Science,ONCOLOGY AND CARCINOGENESIS,Solid Tumours,hormone-dependent cancers,hormone action,prostate cancer,prostate biology,xenografts,"Most men are diagnosed with localised prostate cancer, others have advanced disease.  Vision: Identify how tumours are insignificant vs aggressive (Aim 1.1 & 1.2). Predict which tumours will progress to incurable disease (Aim 1.3) and how to target them (Aim 1.4).   Discover how each patient tumour is different (Aim 2.1) and pre-clinically test new therapies (Aim 2.2).  Outcomes: practice changing discoveries that identify novel therapeutic targets & biomarkers improving diagnosis and treatment.",.
1112096,09-Nov-15,Prof Paul Keall,Research Fellowships,Research Fellowship,Innovations in cancer imaging and targeted radiotherapy to improve human health,University of Sydney,NSW,University,2016,2020,"$926,980",Basic Science,OTHER PHYSICAL SCIENCES,Medical Physics,image analysis,image processing,medical physics,clinical trial,cancer,"Through a process of discovery, development and investigation we will create medical devices and methods to improve cancer imaging and targeted radiotherapy. Successful completion of this program will directly impact on the treatment and lives of Australian cancer patients in the foreseeable future.This program will substantially build research capacity and productivity within Australia, raise Australia’s profile in cancer research and foster international collaboration.",.
